CustomerID,AveMonthSpend,BikeBuyer,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
15059,48,0,,Lisa,R,Zhu,,3359 Northwood Dr,,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0175,9/14/1959,Graduate Degree,Clerical,F,M,1,0,0,3,59367
15060,66,0,,Max,W,Vazquez,,"27, place Beaubernard",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0112,12/24/1958,Partial College,Manual,M,S,1,1,0,2,30102
15061,51,0,,Margaret,G,Ma,,"208, chaussée de Tournai",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0111,5/28/1960,Graduate Degree,Clerical,F,M,1,0,0,3,74064
15062,45,0,,Jaime,,Alonso,,9923 Pampered Ct.,,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0139,9/22/1960,Graduate Degree,Clerical,F,S,1,0,0,3,68026
15064,77,1,,Erik,C,Rubio,,"4313, rue de Linois",,Paris,Seine (Paris),France,75019,1 (11) 500 555-0143,8/3/1960,Bachelors,Clerical,M,M,1,0,0,3,59239
15065,66,0,,Alejandro,P,Gao,,Postfach 99 09 00,,Berlin,Hessen,Germany,12171,1 (11) 500 555-0128,5/15/1970,High School,Manual,M,S,0,1,1,1,20599
15066,56,0,,Diana,,Munoz,,"9, rue de Courtaboeuf",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0116,3/5/1970,High School,Manual,F,M,1,1,1,1,24754
15067,54,0,,Dana,,Alvarez,,"44, rue du Départ",,Versailles,Yveline,France,78000,1 (11) 500 555-0149,2/5/1970,High School,Manual,F,S,1,0,2,2,25271
15068,38,0,,Jessica,,Barnes,,Am Gallberg 2667,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0123,2/17/1970,Partial College,Manual,F,S,0,1,0,0,13954
15069,58,0,,Noah,L,Lal,,Krönerweg 26,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0126,3/23/1970,Partial College,Manual,M,S,1,1,0,0,20078
15070,75,1,,Alfredo,N,Navarro,,"1103, rue Lamarck",,Paris,Seine (Paris),France,75019,1 (11) 500 555-0131,4/9/1969,High School,Manual,M,S,1,0,2,2,15712
15071,44,1,,Krista,R,Gutierrez,,"254, rue de Bas Marin",,Lille,Nord,France,59000,1 (11) 500 555-0181,12/17/1970,Bachelors,Clerical,F,S,1,0,0,0,44355
15072,49,0,,Whitney,,Subram,,Attaché de Presse,,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0165,7/4/1970,Bachelors,Clerical,F,S,1,0,0,0,65020
15073,51,0,,Tasha,,Chander,,Parise Straße 7551,Verkaufsabteilung,Berlin,Saarland,Germany,12311,1 (11) 500 555-0141,5/7/1970,Bachelors,Clerical,F,M,1,0,0,0,51289
15074,32,0,,Elizabeth,,Perry,,Postfach 2 77 77,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0193,2/26/1920,Bachelors,Clerical,F,M,0,2,0,3,32246
15075,24,0,,Alexa,,Kelly,,2212 Palmer Rd,,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0184,9/15/1920,Bachelors,Clerical,F,M,0,2,0,3,23727
15076,41,0,,Sheila,,Ramos,,Winterfeldtstr 4442,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0116,6/20/1969,Partial College,Manual,F,M,0,1,0,0,16826
15077,48,0,,Dominique,S,Lopez,,8921 Jill Ave.,,York,England,United Kingdom,YO15,1 (11) 500 555-0153,5/16/1969,Bachelors,Clerical,F,M,1,0,0,0,45956
15078,71,1,,Jacob,H,Wilson,,6064 Brodia Court,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0124,8/10/1969,Bachelors,Clerical,M,S,0,0,0,0,68091
15079,75,0,,Jose,C,Martin,,"56, rue des Grands Champs",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0191,6/4/1969,Bachelors,Clerical,M,M,1,0,0,0,67163
15080,48,0,,Evelyn,P,Chandra,,Pappelallee 665,,München,Hessen,Germany,80074,1 (11) 500 555-0145,11/9/1969,Graduate Degree,Clerical,F,M,1,0,0,0,53917
15081,50,0,,Daisy,,Munoz,,6053 Frisbie Court,,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0173,12/20/1969,Graduate Degree,Clerical,F,M,1,0,0,0,63873
15082,78,0,,Kelvin,,Lal,,"118, rue Marbeuf",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0150,6/13/1969,Graduate Degree,Clerical,M,M,1,0,0,0,73946
15083,50,0,,Teresa,A,Gutierrez,,5525 Lisa Lee Lane,,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0156,7/5/1969,Graduate Degree,Clerical,F,M,1,0,0,0,60334
15084,44,1,,Adrienne,,Serrano,,Winterfeldtstr 2529,,Kassel,Hessen,Germany,34117,1 (11) 500 555-0186,9/20/1969,Graduate Degree,Clerical,F,S,1,0,0,0,68407
15087,47,0,,Robin,L,Sanz,,3830 York Dr.,,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0194,5/4/1969,Graduate Degree,Skilled Manual,F,S,0,0,0,0,63505
15088,43,1,,Colleen,J,Cai,,5500 Grammercy Lane,,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0159,3/9/1969,Graduate Degree,Skilled Manual,F,S,1,0,0,0,56632
15089,80,0,,Martin,,Prasad,,8122 Mink Court,,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0123,11/2/1969,Graduate Degree,Skilled Manual,M,M,1,0,0,0,64957
15090,67,0,,Troy,,Mehta,,Zur Lindung 1,,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0187,6/24/1953,High School,Manual,M,S,1,2,1,2,22584
15091,74,0,,Jermaine,C,Madan,,Kampstr 989,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0195,3/20/1968,Partial College,Manual,M,M,1,0,1,1,23742
15092,113,1,,Adrian,F,Morris,,Bundesallee 6234,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0146,8/18/1954,Partial College,Professional,M,M,1,1,2,3,127792
15093,84,0,,Johnny,,Moyer,,Midi-Couleurs,,Paris,Seine (Paris),France,75009,1 (11) 500 555-0111,2/17/1944,High School,Professional,M,M,1,2,1,5,89595
15094,56,0,,Wendy,B,Ortega,,"5710, rue Villedo",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0113,3/19/1944,High School,Professional,F,M,1,2,1,5,84607
15095,54,0,,Jodi,A,Shan,,"35, rue de Longchamp",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0195,1/5/1945,High School,Professional,F,M,0,2,1,5,78378
15096,84,1,Mr.,Gary,,Schare,,Kulmer Straße 36,,Braunschweig,Nordrhein-Westfalen,Germany,38001,157-555-0100,7/17/1945,Bachelors,Management,M,M,1,2,0,5,136596
15097,99,1,,Morgan,,Bennett,,5283 Rishell Ct.,,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0198,4/23/1945,Bachelors,Management,F,M,1,4,4,4,133704
15098,53,0,,Diana,,Sanz,,"198, avenue du Québec",,Chatou,Yveline,France,78400,1 (11) 500 555-0178,2/28/1946,Partial College,Professional,F,S,0,2,0,5,101523
15099,71,0,,Alvin,,Ma,,"26, rue de l´Esplanade",,Croix,Nord,France,59170,1 (11) 500 555-0160,6/9/1946,Partial College,Professional,M,S,1,2,0,5,119536
15101,147,1,,Shawn,E,Shan,,Berliner Platz 224,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0120,10/17/1946,Bachelors,Management,M,S,1,1,5,5,176228
15102,143,0,,Allen,A,Malhotra,,5053 F. Mt Hood Circle,,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0180,8/14/1946,Partial College,Professional,M,M,1,4,4,4,156937
15103,117,0,,Jonathan,D,Lopez,,5950 Coggins Drive,,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0110,3/8/1953,Partial College,Professional,M,M,1,2,2,4,127875
15104,76,1,,Ashley,,Thompson,,"371, rue des Rosiers",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0117,2/4/1953,Partial College,Professional,F,M,1,2,2,4,115688
15105,92,1,,Tina,F,Rana,,Alderweg 9784,,Berlin,Saarland,Germany,12171,1 (11) 500 555-0157,10/9/1954,High School,Professional,F,M,1,3,4,4,99885
15106,150,1,,Shannon,R,Navarro,,2403 Riverwood Circle,,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0194,11/7/1954,High School,Professional,M,M,1,4,4,4,165877
15107,110,1,,Roy,,Saunders,,"34, route de Marseille",,Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0167,7/20/1953,Partial College,Professional,M,M,1,2,2,4,125054
15108,105,0,,Colleen,,Gao,,5167 Oakmead,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0124,7/6/1953,Partial College,Professional,F,M,1,2,5,5,139297
15109,63,0,,Meghan,K,Carlson,,"118, rue Marbeuf",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0115,6/10/1952,High School,Professional,F,M,1,2,1,4,101163
15110,91,0,,Janelle,M,Prasad,,Kampstr 9859,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0125,2/26/1952,Partial College,Professional,F,M,1,4,4,4,98066
15112,61,1,,Alicia,,Luo,,"88040, rue Basse-du-Rocher",,Paris,Seine (Paris),France,75006,1 (11) 500 555-0149,11/18/1951,High School,Professional,F,M,1,3,1,4,108033
15113,112,1,,Robert,,Smith,,Erftplatz 123,Verkaufsabteilung,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0166,6/4/1951,High School,Professional,M,M,1,2,2,5,121711
15114,103,1,,Erika,,Munoz,,Galeriestr 626,,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0113,10/27/1951,Partial College,Professional,F,M,1,2,5,5,128081
15115,89,0,,Christian,M,Patterson,,"33, rue Georges-Clémenceau",,Dunkerque,Nord,France,59140,1 (11) 500 555-0196,6/13/1950,High School,Management,M,S,1,3,1,4,127148
15116,88,0,,Mackenzie,M,Ramirez,,Knaackstr 44,Verkaufsabteilung,Kassel,Hessen,Germany,34117,1 (11) 500 555-0172,4/26/1950,Partial College,Management,F,M,0,4,4,4,102752
15117,89,1,,Dana,B,Dominguez,,Carlsplatz 46,,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0111,5/14/1949,Partial College,Management,F,M,1,4,4,4,95415
15118,160,0,,Nelson,,Ortega,,916 Sandview Dr.,,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0113,7/9/1949,High School,Management,M,M,1,4,5,5,161369
15119,159,1,,Johnny,,Tang,,1873 Lyon Circle,,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0113,10/7/1947,Partial High School,Professional,M,M,1,4,5,5,155066
15120,56,0,,Erika,,Suarez,,5160 Mt. Wilson Way,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0160,2/17/1976,Bachelors,Professional,F,M,1,2,0,0,83000
15122,47,0,,Abby,T,Raman,,6937 E. 42nd Street,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0189,12/11/1976,Bachelors,Professional,F,S,1,3,0,0,78308
15123,74,1,,Sergio,L,Lopez,,8461 Lodge Drive,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,9/26/1975,Bachelors,Professional,M,S,1,3,0,0,102206
15124,39,1,,Wendy,A,Hernandez,,4346 Woodchuck Pl.,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0159,11/18/1974,Bachelors,Professional,F,S,1,4,0,0,82175
15125,77,0,,Cory,A,Martinez,,8981 Stafford Ave,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0180,2/7/1975,Bachelors,Professional,M,S,0,3,0,0,125273
15126,79,0,,Manuel,,Sanchez,,3628 Terra Granda,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0172,2/21/1975,Bachelors,Professional,M,S,1,3,0,0,133620
15127,73,1,,Wesley,K,Yang,,74 Jamie Way,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0188,2/14/1975,Bachelors,Professional,M,S,0,2,0,0,129497
15128,51,0,,Angelica,,Barnes,,7090 Peabody Road,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0143,5/22/1974,Bachelors,Professional,F,S,0,4,0,0,92868
15129,52,0,,Jennifer,M,Patterson,,7572 Easley Drive,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0175,10/6/1973,Bachelors,Professional,F,M,0,3,0,0,105320
15130,77,1,,Roger,V,Ma,,616 Willow Court,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0133,9/14/1973,Bachelors,Professional,M,S,0,3,0,0,128502
15131,56,0,,Lacey,L,Sun,,2540 Waterview Place,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0159,2/24/1972,Bachelors,Professional,F,S,1,3,0,0,103996
15132,99,1,,Jenny,,Pal,,2672 Viking Drive,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0143,3/22/1973,High School,Management,F,M,1,2,5,5,101513
15134,49,0,,Meagan,J,Raman,,5640 Icicle Way,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0151,11/21/1972,Bachelors,Professional,F,S,1,3,0,0,104185
15135,76,1,,Derek,M,Kumar,,9416 Shadow Falls Drive,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0127,2/15/1972,Bachelors,Professional,M,S,0,3,0,0,136060
15136,101,1,,Emma,M,Johnson,,4350 Laguna St,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0175,5/2/1972,High School,Management,F,M,0,3,5,5,99112
15137,160,1,,Luke,,Foster,,2024 Belle Dr,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0115,8/13/1972,High School,Management,M,M,1,3,5,5,114696
15138,90,1,,Monique,J,Hernandez,,2200 Rock Oak Road,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0139,6/20/1972,High School,Management,F,S,1,3,5,5,105253
15139,90,0,,Colin,M,She,,4350 Laguna St,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0196,5/2/1971,Bachelors,Professional,M,M,0,4,0,0,139250
15140,52,1,,Diane,A,Bradley,,3086 Indigo Ct,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0139,9/6/1971,Bachelors,Professional,F,S,0,4,0,0,107506
15141,51,0,,Sandra,P,Zheng,,6790 Falcon Dr.,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0147,10/22/1971,Bachelors,Professional,F,S,1,4,0,0,105334
15142,167,1,,Karl,,Nara,,9906 Oak Grove Road,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0189,5/12/1972,High School,Management,M,M,1,4,5,5,159182
15143,82,0,,Kelvin,S,Wang,,3467 Monzeneda Way,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0149,6/17/1971,Bachelors,Professional,M,M,1,4,0,0,134828
15144,56,0,,Deanna,W,Serrano,,2763 Pass,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0153,4/4/1971,Bachelors,Professional,F,S,1,4,0,0,119024
15145,51,0,,Crystal,A,Lu,,8473 Larkwood Ct.,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0199,7/19/1971,Bachelors,Professional,F,S,1,4,0,0,109235
15146,98,1,,Adriana,M,Sara,,6358 Parkview Court,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0195,6/12/1971,High School,Management,F,M,1,4,5,5,94731
15147,156,1,,Clarence,R,Chen,,1310 Mitchelleanjen Ln.,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0119,3/16/1971,High School,Management,M,M,1,4,5,5,115806
15148,84,0,,James,M,West,,846 Springwood Way,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0187,7/9/1970,Bachelors,Professional,M,M,1,4,0,0,112243
15149,57,0,,Natalie,,Morgan,,9394 Poor Ridge Court,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0184,8/27/1970,Bachelors,Professional,F,M,0,4,0,0,118552
15150,110,1,,Colleen,D,Shan,,1153 Southampton Road,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0142,5/24/1970,High School,Management,F,M,0,4,5,5,137261
15151,163,1,,Karl,M,Shen,,857 Alum Rock Drive,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0182,12/14/1971,Partial High School,Professional,M,M,1,4,5,5,160070
15152,102,1,,Meghan,J,Moreno,,8048 Shepberry Court,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,6/15/1971,Partial High School,Professional,F,M,1,4,5,5,130949
15153,103,0,,Kristen,R,Li,,4752 Willow Creek Ct.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0113,10/4/1971,Partial High School,Professional,F,M,0,4,5,5,129215
15154,171,1,,Joe,,Hernandez,,5012 Bayshore Rd.,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0131,9/7/1971,Partial High School,Management,M,M,1,4,5,5,159894
15155,49,0,,Jamie,,Harrison,,7046 Slow Creek Road,,Colma,California,United States,94014,200-555-0168,9/8/1941,Graduate Degree,Management,F,M,1,2,0,5,94917
15156,75,0,,Dylan,D,Foster,,7035 Creekridge Lane,,Concord,California,United States,94519,246-555-0114,2/22/1941,Bachelors,Management,M,M,1,2,0,5,134551
15158,78,0,,Victoria,,Moore,,5707 Monte Vista Road,,Los Angeles,California,United States,90012,364-555-0124,6/13/1941,Graduate Degree,Management,F,M,1,3,3,3,113940
15159,121,1,,Eric,,Washington,,1345 La Luz,,Yakima,Washington,United States,98901,874-555-0150,8/15/1941,Graduate Degree,Management,M,M,1,3,3,3,142948
15160,44,0,,Candace,S,Van,,420 Royal Links Circle,,Chula Vista,California,United States,91910,954-555-0133,1/20/1942,Bachelors,Management,F,M,1,2,0,5,98790
15161,48,0,,Trinity,A,James,,1868 Alexander Pl,,Palo Alto,California,United States,94303,149-555-0196,8/16/1942,Bachelors,Management,F,S,1,2,0,5,113432
15163,78,1,,Victoria,J,Murphy,,1013 Buchanan Rd,,Yakima,Washington,United States,98901,338-555-0126,7/6/1942,Graduate Degree,Management,F,M,1,3,3,3,107785
15164,76,0,,Savannah,,Collins,,96 Citrus Ave.,Unit B,Mill Valley,California,United States,94941,763-555-0163,11/26/1943,Graduate Degree,Management,F,M,1,3,3,3,101423
15165,121,0,,Carl,,Anand,,8743 Roanwood Way,,Colma,California,United States,94014,127-555-0124,7/12/1943,Graduate Degree,Management,M,M,1,3,3,3,131784
15166,87,1,,Nina,,Goel,,9770 Fraga Court,#91,Concord,California,United States,94519,786-555-0115,9/11/1943,Bachelors,Management,F,M,1,4,3,3,150797
15167,77,0,,Sara,,Hernandez,,5476 Weber Bryan,,Edmonds,Washington,United States,98020,118-555-0122,3/24/1943,Bachelors,Management,F,M,1,4,3,3,141097
15168,74,0,,Xavier,R,Bell,,7194 Fourth St.,,Port Orchard,Washington,United States,98366,696-555-0116,12/7/1944,Bachelors,Management,M,M,1,2,0,4,108841
15169,68,0,,Zachary,M,Miller,,6866 Franklin Canyon Rd.,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0161,4/5/1953,Partial College,Skilled Manual,M,M,1,2,0,3,43738
24813,130,1,,Armando,,Schmidt,,3495 Virginia Lane,,Concord,California,United States,94519,249-555-0138,10/21/1966,Bachelors,Skilled Manual,M,M,1,1,3,3,116949
15175,52,1,,Kristi,S,Malhotra,,4605 Springvale Court,,Calgary,Alberta,Canada,T2P 2G8,380-555-0148,11/25/1973,Partial College,Professional,F,S,1,2,0,0,76874
15176,51,1,,Kristi,,Ramos,,4594 Springer Court,,Cliffside,British Columbia,Canada,V8Y 1L1,187-555-0112,3/1/1973,Partial College,Professional,F,M,1,2,0,0,73957
15177,73,0,,Jorge,W,Lu,,9314 Indianhead Way,,Concord,California,United States,94519,117-555-0110,8/19/1973,Partial College,Professional,M,S,0,2,0,0,86143
15178,81,0,,Drew,W,Tang,,24 Jam Way,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0138,7/19/1955,High School,Skilled Manual,M,M,1,2,0,2,110277
15179,71,1,,Jay,,Rubio,,5619 Saddlehill Lane,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0185,1/7/1956,High School,Skilled Manual,M,S,0,2,0,2,76146
15180,47,0,,Jillian,L,Suri,,8752 Greenway Drive,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0141,1/23/1956,High School,Skilled Manual,F,S,1,2,0,2,69443
15181,53,0,,Rosa,P,Huang,,8160 Star Tree Court,,Perth,South Australia,Australia,6006,1 (11) 500 555-0139,8/6/1956,High School,Skilled Manual,F,S,1,2,0,2,77377
15182,44,0,,Deanna,,Srini,,3794 Trees Drive,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0148,8/26/1956,High School,Skilled Manual,F,S,1,2,0,2,73419
15183,49,0,,Michele,,Raji,,4169 Deercreek Ln,,Findon,South Australia,Australia,5023,1 (11) 500 555-0113,1/20/1957,High School,Professional,F,S,0,2,0,2,83299
15184,102,0,,Mathew,A,Hernandez,,1454 Hillridge Way,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0184,4/27/1958,Graduate Degree,Management,M,S,1,1,1,1,191656
15185,110,0,,Jonathan,D,Evans,,2708 Stephanie Way,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0118,8/10/1958,Graduate Degree,Management,M,M,1,1,1,1,179645
15187,69,1,,Benjamin,D,Brown,,4296 Mountaire Pkwy.,,Langford,British Columbia,Canada,V9,228-555-0178,11/3/1973,Bachelors,Management,M,S,0,1,0,0,126729
15188,78,0,,Isaac,S,Watson,,2951 Cape Cod Way,,Marysville,Washington,United States,98270,149-555-0137,3/10/1974,Partial College,Professional,M,S,1,2,0,0,101495
15189,50,0,,Kayla,B,Russell,,986 Roundhouse Pl.,,Puyallup,Washington,United States,98371,189-555-0189,8/15/1974,Partial College,Professional,F,M,1,2,0,0,81447
15190,50,0,,Katherine,L,Watson,,7047 Poncho St,,Burlingame,California,United States,94010,853-555-0161,8/19/1974,Partial College,Professional,F,S,0,2,0,0,83005
15191,68,0,,Andres,L,Kumar,,7047 Poncho St,,Chula Vista,California,United States,91910,282-555-0167,8/19/1974,High School,Professional,M,S,0,2,0,0,80222
15192,65,1,,Tasha,,Shan,,2552 Palm Ave,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0149,10/25/1959,Graduate Degree,Management,F,S,0,3,1,1,149629
15193,109,1,,Samuel,,King,,2788 Mt. Tamalpais Place,,Colma,California,United States,94014,422-555-0188,3/18/1966,Bachelors,Management,M,S,1,3,2,2,168281
15194,117,1,,Erik,W,Suarez,,1157 Chilpancingo Pk.,,Colma,California,United States,94014,177-555-0168,11/24/1966,Bachelors,Management,M,S,0,3,2,2,176574
15195,110,1,,Edwin,,Huang,,2815 La Vuelta,,Concord,California,United States,94519,158-555-0170,9/7/1966,Bachelors,Management,M,S,1,3,2,2,145520
15196,108,1,,Isaiah,O,Reed,,8702 Orchard View Ave,,Daly City,California,United States,94015,529-555-0140,6/26/1966,Bachelors,Management,M,S,1,4,2,2,163569
15197,73,0,,Elijah,,Kumar,,3354 Change Circle,,Vancouver,British Columbia,Canada,V7L 4J4,587-555-0116,9/19/1957,High School,Professional,M,M,0,2,0,2,92190
15199,110,1,,Joe,L,Jordan,,5195 Donald Dr,,Berkeley,California,United States,94704,795-555-0182,3/11/1957,Partial College,Professional,M,M,1,0,2,3,98438
15200,68,0,,Mindy,A,Simpson,,8377 St. Raphael Drive,,Burlingame,California,United States,94010,689-555-0113,2/10/1957,Partial College,Professional,F,M,1,0,2,3,88704
15201,47,0,,Miranda,,Washington,,4698 Pepper Way,,Westminster,British Columbia,Canada,V3L 1E7,580-555-0132,3/8/1957,Partial College,Professional,F,S,1,1,0,2,102696
15202,82,0,,Blake,C,Bryant,,9583 Silverwood Dr.,,Fremont,California,United States,94536,149-555-0191,10/26/1957,Partial College,Professional,M,M,1,1,0,2,139382
15203,85,0,,David,,Lewis,,6660 Hill Top Rd.,,Downey,California,United States,90241,505-555-0183,9/17/1957,Partial College,Professional,M,M,1,1,0,2,109212
15204,95,0,,Deanna,S,Gonzalez,,6764 Eastgate,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0186,7/22/1967,Bachelors,Professional,F,M,1,0,4,4,102872
15205,88,1,,Shawna,C,Black,,3310 Harvey Way,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0145,12/22/1967,Bachelors,Professional,F,S,1,0,4,4,110080
15206,149,1,,Maurice,,Andersen,,4176 Cotton Ct,,Perth,South Australia,Australia,6006,1 (11) 500 555-0184,4/12/1967,Bachelors,Professional,M,M,0,0,4,4,129000
15207,78,1,,Josue,,Diaz,,3123 Bonita Ave,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0183,12/14/1967,Graduate Degree,Management,M,S,1,0,0,0,140282
15208,57,0,,Colleen,E,Luo,,3731 Broadmoor Avenue,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0125,10/5/1962,Bachelors,Professional,F,M,1,1,0,1,100476
15209,85,1,,Frank,M,Romero,,2441 Talbart St.,,Melton,Victoria,Australia,3337,1 (11) 500 555-0143,7/20/1962,Bachelors,Professional,M,M,1,1,0,1,105404
15210,77,1,,Kurt,,Raje,,1870 Holland Circle,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0116,12/26/1962,Bachelors,Professional,M,S,1,1,0,1,97781
15211,72,1,,Kenneth,S,Luo,,9343 Seaview Avenue,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0162,3/6/1961,Partial College,Skilled Manual,M,S,0,1,0,1,81679
15212,84,0,,Marcus,D,Henderson,,5979 La Corte Bonita,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0150,7/14/1961,Bachelors,Professional,M,M,1,1,0,1,105924
15213,54,0,,Briana,L,Martin,,1301 Stanbridge Ct,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0180,7/6/1961,Partial College,Skilled Manual,F,M,1,1,0,1,66048
15216,54,0,,Desiree,,Gutierrez,,6252 Winding Lane,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0161,6/16/1960,Partial College,Skilled Manual,F,M,1,1,0,1,69383
15217,74,1,,Ethan,,Jai,,9846 Pestana Way,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0172,2/19/1960,Partial College,Skilled Manual,M,S,1,1,0,1,91729
15220,84,1,,Micah,J,Liu,,6247 Aspen Drive,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0156,9/10/1964,Bachelors,Professional,M,S,0,1,0,0,102926
15221,81,1,,Troy,P,Arun,,623 Davis Ave.,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0129,3/11/1964,Bachelors,Professional,M,S,0,1,0,0,116228
15223,52,0,,Ebony,F,Martin,,8713 Yosemite Ct.,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0162,11/27/1964,Bachelors,Professional,F,S,1,1,0,0,70350
15224,78,1,,Pedro,S,Gutierrez,,7652 Mcelroy,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0118,2/9/1964,Bachelors,Professional,M,S,0,1,0,0,97658
15225,62,0,,Yolanda,,Bhat,,2060 Hill Dr,# 108,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,12/10/1959,Bachelors,Professional,F,M,1,1,0,1,110279
